名称,用途,分类,主题,状态,维护状态,入口,仓库,原始标题,依据,日期
实体生意的短视频获客系统：标签内容、持续在场、AI 生产与合规转化,这场分享把实体短视频从“追播放量”改写为一套获客系统：先用地区、品类和需求标签找到正确人群，再以卖点、案例、痛点和行动提示完成转化，并通过日更、公私域协同与 AI 降低生产摩擦。真正需要补上的，是产品履约、归因口径、授权素材和平台合规，而不是更多未经验证的流量技巧。,会议条目,出海、增长与商业化 / 创业、经营与合作 / 内容创作与社群,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-08-local-acquisition-short-video/,https://github.com/siuserxiaowei/august-meeting-knowledge,实体获客与短视频运营分享会,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-08
开放办公录音中的证据工作法：数量级、项目比较与可验收自动化,这段三个多小时的开放办公录音以做饭、设备整理、私人闲聊和背景音为主，不能复原成完整议程。可确认的知识集中在：重要判断先查资料和数量级，再按人力、模型调用、重资产与收入等维度比较项目；问卷、Agent 自动化、开发环境、存储与网络操作都需补上证据、边界和验收。末尾只留下很短的内容标题迭代观点。,会议条目,AI 编程与 Agent / 智能硬件与产品交付 / 内容创作与社群,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-13-ai-project-daily-segment-2/,https://github.com/siuserxiaowei/august-meeting-knowledge,AI项目开发与日常事务讨论_分段2,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-13
AI 产品落地的控制面：从生成评审、部署分层到并发与商业门禁,这段近六小时录音是多人共处办公现场，并非结构化会议。可确认的工作讨论集中在生成素材评审、应用与推理节点分离、模型能力兼容、并发和存储排障、试用成本、需求验证与定制项目报价。大量生活闲聊、游戏、财经观点及背景媒体均已排除，所有商业数字和性能判断仍待实测。,会议条目,智能硬件与产品交付 / 创业、经营与合作,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-08-ai-business-tech-segment-2/,https://github.com/siuserxiaowei/august-meeting-knowledge,AI相关业务与技术落地讨论_分段2,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-08
从规则对齐到决策复盘：一场多人线下扑克学习记录,这份近六小时的混合现场记录，前段主要是工作讨论、数字游戏、私人闲聊与背景媒体，约在两小时五十二分后才进入连续的多人线下扑克活动。参与者一边核对牌型、盲注和行动顺序，一边用公共信息、剩余牌与对手行为作判断，也暴露了规则漂移、口算概率、结果导向和新手保护不足。本页只提炼匿名、非现金的决策复盘方法，不公开个人输赢或财务细节。,会议条目,综合交流与学习,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-08-poker-session-segment-1/,https://github.com/siuserxiaowei/august-meeting-knowledge,多人线下扑克游戏过程讨论_分段1,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-08
证据不足：分段 4 无发言记录，无法复原会议内容,现有导出文本没有任何可用转写或发言记录，只保留日期、总时长等基础元数据，且关键词区为空。因不存在可核对的相对时间戳、上下文、说话人或会议正文，本页无法识别议题、观点、决定和行动，也不依据标题扩写；仅记录覆盖缺失、停止条件与补证流程。,会议条目,内容创作与社群,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-10-ai-project-daily-segment-4/,https://github.com/siuserxiaowei/august-meeting-knowledge,AI项目开发与日常事务讨论_分段4,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-10
从网关故障到边缘硬件选型：把零散工作现场变成可验证工程闭环,这段录音更像开放办公现场：可提炼的项目交流集中在批量调用遭遇网关类错误、用队列与退避重试建立容错、把重复操作固化为脚本、把调研转成可验收产物，以及边缘计算设备选型。大量财经短视频、音乐、饮食、游戏和私人闲聊被排除；现场没有日志、代码或基准，因此只形成待验证的工程方法。,会议条目,智能硬件与产品交付 / 内容创作与社群,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-08-ai-business-tech-segment-3/,https://github.com/siuserxiaowei/august-meeting-knowledge,AI相关业务与技术落地讨论_分段3,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-08
Agent 落地现场：从并发看板、部署交接到数据管线与验收门禁,这段近六小时录音来自多人共处的开发现场，夹杂大量生活闲聊和长时间背景直播。可确认的项目讨论集中在：用轻量看板观察机器与并发、澄清盒子部署的网络前提、避免多人重复修改同一模块、把原始数据经校验转换后推到线上，以及在客户演示和付款前完成测试与范围确认。它更像实施复盘素材，而非一场完整会议。,会议条目,AI 编程与 Agent,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-11-ai-agent-implementation-segment-1/,https://github.com/siuserxiaowei/august-meeting-knowledge,AI agent落地相关事项讨论_分段1,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-11
从 AI 接单到产品实验：两位实战者的创业与极速开发课,这场对谈由两部分组成：前半场复盘从 AI 绘画、外包到智能硬件创业的得失，后半场演示以 PRD、SPEC 和生成式平台快速制作 MVP。共同结论不是“AI 自动带来商业成功”，而是用它缩短学习、销售和验证周期，同时把合同、管理、合规、需求验证与人工兜底留在人手里。,会议条目,智能硬件与产品交付 / 创业、经营与合作 / 行业访谈与趋势,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-17-ai-fox-founder-dialogue/,https://github.com/siuserxiaowei/august-meeting-knowledge,AI FOX实战派创业者对谈分享,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-17
从能跑到能交付：语音、网站、硬件与 Agent 项目的证据闭环,这段近六小时录音是开发、演示、产品讨论与生活场景混杂的开放现场。可确认的主线是：团队拥有语音、网站、硬件、科研与 Agent 原型，但从能力到可持续交付之间仍缺基准验证、用户定位、分发实验、支付验收与安全治理。页面仅提炼连续可归因的工作讨论，背景媒体、私人闲聊、客户与财务细节均排除。,会议条目,AI 编程与 Agent / 智能硬件与产品交付 / 创业、经营与合作,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-10-ai-project-daily-segment-3/,https://github.com/siuserxiaowei/august-meeting-knowledge,AI项目开发与日常事务讨论_分段3,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-10
AI 业务方向取舍：从外包复盘到流量、基础设施与出海产品,两位从业者围绕下一阶段业务方向交换经验：一方复盘硬件外包因尾款、合同、投资和远程协作失控而收缩团队，另一方梳理 AI 企业服务与基础设施机会。讨论最后倾向以自媒体建立分发、以出海 SaaS 做产品实验，但大量市场数字、平台套利和合规判断只是口头经验，必须二次验证。,会议条目,出海、增长与商业化 / 智能硬件与产品交付 / 创业、经营与合作,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-15-ai-business-direction-review/,https://github.com/siuserxiaowei/august-meeting-knowledge,AI相关业务方向交流讨论,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-15
从零散模型体验到可验收调研：试用、复用检索与 Agent 并行边界,这段近六小时录音仅在前约一小时四十分留下零散转写，之后只有一处无语义填充音，且多数内容是生活闲聊。可确认的工作线索只有三组：主观比较模型并建议先试用、检索可接入多种模型的现有项目、调查游戏与小程序连接和流量来源，同时提出大规模 Agent 并行。没有评测、调研结果或正式决定，只能低置信度部分提炼。,会议条目,AI 编程与 Agent / 出海、增长与商业化 / 内容创作与社群,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-10-work-matters-segment-1/,https://github.com/siuserxiaowei/august-meeting-knowledge,工作相关事项讨论_分段1,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-10
把“部署好了”变成可验收：CI、后端联调与应用类型纠错,这段近六小时录音记录了开放办公中的开发交接：团队讨论自建 CI、硬件参考设计、后端与计算服务联调、资源监控、测试缺口，以及应用误注册为小游戏后的纠错。它没有形成正式决议，也夹杂大量生活与背景媒体；本页只保留可定位的工作片段，并把价格、性能、平台规则与商业判断列为待核验。,会议条目,智能硬件与产品交付 / 创业、经营与合作,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-10-ai-project-daily-segment-2/,https://github.com/siuserxiaowei/august-meeting-knowledge,AI项目开发与日常事务讨论_分段2,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-10
高并发 Agent 工程现场：语音栈、任务图、全量评测与故障证据,这段近六小时录音是创业团队的开放工作现场，而非正式会议。约两小时处有一段较完整访客交流，涉及语音 AI 工具链、中型企业系统改造、深科技项目判断、依赖图驱动的多 Agent 开发和评测设计；现场反复出现容量、429、503、内存溢出与网络异常，也提供了反面教材：先保留证据，再分层定位，不能凭群聊和重启认定根因。,会议条目,AI 编程与 Agent / 智能硬件与产品交付 / 创业、经营与合作,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/august-meeting-knowledge/meetings/2026-08-13-ai-startup-project-segment-1/,https://github.com/siuserxiaowei/august-meeting-knowledge,AI创业项目相关内容讨论_分段1,沿用已脱敏知识条目的主题；原材料中的事实限制仍适用,2026-08-13
AI应用与商业创业交流讨论,AI降低知识获取门槛后，信息差从知道信息转向能否判断、套用和跨领域组合。,会议条目,创业、经营与合作,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/poju-breakdown-site/,https://github.com/siuserxiaowei/poju-breakdown-site,AI应用与商业创业交流讨论,原大会拆解条目；进入站内后按标题查找,
普通人从零基础用AI做PPT变现到团队百万营收,没有设计基础，靠AI降低技能门槛，再用团队机制把个体交付变成组织化生意。,会议条目,出海、增长与商业化 / 创业、经营与合作,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/poju-breakdown-site/,https://github.com/siuserxiaowei/poju-breakdown-site,普通人从零基础用AI做PPT变现到团队百万营收,原大会拆解条目；进入站内后按标题查找,
狗哥带货完整整理稿,同一个项目，换商业模式之后，天花板完全不同。,会议条目,综合交流与学习,已归档；历史入口保留,已归档,https://siuserxiaowei.github.io/poju-breakdown-site/,https://github.com/siuserxiaowei/poju-breakdown-site,狗哥带货完整整理稿,原大会拆解条目；进入站内后按标题查找,
